text,likes,retweets,sad,depression
@DrJasonJohnson Exactly. Violence is needed sometimes but that situation wasn't one of them. It's just sad and so uncalled for. He could've handled that situation a lot of different ways. If a distasteful joke enrages you to the point of violence you have bigger issues that must be addressed,2,0,0,0
@naima @KarenAttiah So sad all around.,0,0,0,0
"@madamcyn If you have heard this bird’s somber call you’ll understand how they got their name. The sad cooing is sometimes mistaken for the hoot of an owl, but mourning doves call out in the morning and during the day, while many of the owls that live in Will County are nocturnal.",2,0,0,0
It is a sad day when you agree with @MichaelSteele 100%. Will Smith should be ashamed of himself. https://t.co/xAeZcSjUBq,0,0,0,0
Well deserved. Sad that this brilliant success is being muddied by his angry reaction https://t.co/kHLEGv8UFK,0,0,0,0
@abouutriren I don't know why but this scene keeps popping up in my head and it makes me sad 😔,1,0,0,0
@snugglykittygf Why sad,0,0,0,0
STOP WITH SAD SE EDITS I NEED FUN ONES NOW,0,0,0,0
@haehyuc literally did not see him AT ALL THIS IS SO SAD,1,0,0,0
"@TorontoStar She was elderly and triple-vaxxed.

It's sad, but elderly people die.",7,0,0,0
dont even have the time for youtube so sad,0,0,0,0
@jungwonmes @jaeyunmes WHY YOU SAD JAKE,0,0,0,0
This is so sad how children are sharing the money worries of their parents. https://t.co/OgYj5G4fZK,0,0,0,0
"When ASMR doesn't help me with sleeping, that's when I know something's wrong with me

Spending 12 hours in bed &amp; only sleeping through 4 while having nightmares is also horrible

My bad mental health is literally killing me

Sorry for such a sad post, but I gotta vent somehow... https://t.co/4bezqPjCxP",1,0,0,0
It's funny (sad) to think that there is literally more evidence for heliocentrism than any theology.,0,0,0,0
@robreiner Chris is a comedian.  I honestly don't think he knew Jada was sick. I think Will over reacted. Sad.,0,0,0,0
"@lightheart1 @j0ed88 @lady10314 @nhannahjones @theTonyGee I don't think Jada's incapable of standing up for herself; quite the contrary. It's sad Will felt the need to make it about himself before she could. We could be having a great talk about disease/disability and misogyny, instead we're talking about the cheesiest rapper ever. https://t.co/ZnxXSxgOdx",10,0,0,0
@DividendDandy it was a sad day when the announcement was made and people liked it.. smh,1,0,0,0
imagine letting people influence your decisions in life. must be a sad bitter life YOU live.,0,0,0,0
@trashbagor3o Im actually sad,0,0,0,0
"worst food of 2017: Donuts
Where to begin. Donuts are a piece of shit and it is no wonder its commonly associated with the worst drink, ""Depression""",0,0,0,1
i’m so sad omg,0,0,0,0
@frangipancakes WHAT no I’m sad :(,1,0,0,0
"@Nelsondilpkumar @prashanth_neel @TheNameIsYash @hombalefilms @anbariv Thaile depression ethatha da
#WeWantBeastTeaser",0,2,0,1
Spring...? @ikesen_en #ikesenspring Five questions of spring: What happened to Hideyoshi Keiji spring birthday SEs? When is Shingen enternal route? Why is cybird treating them this way? How could they do this? Who else is sad? https://t.co/9qMilJuQRI,3,2,0,0
I would be seeing GVF this week now I’m sad 😭,0,0,0,0
@ESXIII I’ll ask him. He just returned to school yesterday after being home for spring break (cue sad mom…). 😁,2,0,0,0
"Working on icons~
Have this preview of a sad boy https://t.co/TbMZFFVrCA",1,1,0,0
the thought of him no longer being around sure it might be sad but not really different.,0,0,0,0
"@RubinReport I had alopecia too. I wasn t bothered by the jokes, in fact I got more attention so I was a bit sad when it actually cleared up.",5,0,0,0
"I still remember many of the Big Bob's commercials from back in the day.  Sad to see it come to an end.

https://t.co/WzP1vc1qJ8",1,0,0,0
@OfficialShaneW @GotdangTv dude that’s nuts!!! So sad bro.. they were fuckin babies,2,0,0,0
@RealStephenKerr Fuck me. And still you go on. Ferries? Ask Grayling? Feck they were invisible ones. You are a sad dilusional man but consistent. Still a prick.,0,0,0,0
Do you know how sad it is that this is what you can win as a prize on a show ? It’s actually scary https://t.co/MkjjypTSKz,0,0,0,0
Congress and SAD are on the same side on Chandigarh. BJP wants to hand over Chandigarh to Haryana to further its electoral prospects in forthcoming election and is depending on its proxy AAP to implement its plans. https://t.co/DcYxKgbOrt,18,7,0,0
im so sad because their dancing is stronger and if they got a hard song like navillera theyd burn the stage,2,0,0,0
"@mcshivanisen If this is true, i.e, if she is barred just bcz of being non-Hindu, it is very sad. This can't be entertained. Bharatanatyam is from Bharatiyas, not necessarily Hindus. I am ashamed.",1,0,0,0
@Zee_Shamase_ Yoh mama. It’s crazy and really they don’t give you a choice. It’s so sad that at any point you can be given and in the same breath it can be taken. I feel for her 🥺,0,0,0,0
"@mezasuha1000man Makes us sad too, but pace of distributions significantly picking up today. Hang in there! 😊",0,0,0,0
"@schrodingers_ac This is a sad truth, I have seen many gowdas are converting to xtian faith in hassan",2,0,0,0
"@ScottFish24 @FBallGameplan @FFToday Absolutely! Honestly, @FFToday has done an amazing job with who they bring into their fold. I remember when Nando left and I was really sad. Then Heath joined the show. It remains my favorite pod for how they expand yet make me feel like I’m hanging with an old friend",2,0,0,0
what have you done today that makes you feel sad?,0,0,0,0
I’m so sad I’ll never get to experience how good my pussy is. 😵‍💫,0,0,0,0
"@intocryptoverse Your friend James must be sad, give him a call, Ben.",0,0,0,0
@enews Make I ask what illness she has cause I found this so incredibly sad to watch,0,0,0,0
"@49ani51 yes
Symptoms of vitamin D deficiency can include muscle weakness, pain, fatigue and depression.",0,0,0,1
"@FunkyPopsicles @GailEat40655074 @Valkyrie9811 @DHGolland @NealSchonMusic He is really sad, he just doesn’t get it!",1,0,0,0
Honestly guys all i can say is that i am deeply sad and disappointed with this… I will not be going and that would be taking a stand i advice the rest to do the same &amp; show them #comfestcon #NOTGOING,4,0,0,0
@MagisterBracey @dianaberrent Geezus you are so misinformed it’s sad.,3,0,0,0
Every time I think about this man moving away I get sad,0,0,0,0
i'm so sad that it's cold today i wanted to wear a fit but i have to bundle up,0,0,0,0
geo sher https://t.co/e0nxKw7ycJ,1,0,0,0
"@ThatEricAlper Evanescence and ""The Show Must Go On"" by Queen got me through my depression many times.",0,0,0,1
"@trumperhawk @Raymond999USA This Chinese sad that:
I hope Putin conquer the evil elite profitable group of left wing in west more 
#TheGreatTranslationMovement",0,0,0,0
@Rossputin They make me incredibly sad.  So many people still caught up in a cult of personality for a man who does not deserve such devotion.  He would turn on them in a hot minute if it benefited him.,12,0,0,0
"Very sad. They’re not just calling to inform parents (and partners); they’re taunting them. It’s war and Russia is the aggressor, but this is still hard to watch. https://t.co/dfZ7ue1maq",189,27,0,0
Nothing like starting a Monday morning convinced someone will bring pastries to the office because you don’t want to stop and then being sad that nobody did,1,0,0,0
It was sad seeing Liza like that 😔,13,0,0,0
"@kyxndere aww, missed it. im sad now",2,0,0,0
@BonnieCrombie That is truly sad😭,0,0,0,0
Ice Cream (with Selena Gomez) https://t.co/Fb2ofcbPwb via @YouTube ok yay! Omg did i tell you I bought cookies and cream and it’s friendlys which thanks to the @doughboyspod I learned it’s regional and dying it’s so sad they are all closing we need more icecream shops!,0,0,0,0
"IMRAN KHAN IS GOING NO WHERE! YAR I FEEL SAD FOR THIS CHUTIYA OPPOSITION NOW! HAHHAHA FUCK YOU MARYAM, FAZLU AND ZARDARI!

 #UsmanBuzdar",0,0,0,0
"Invest in a kobo now I’ll live like a hobo. 
Im not sad. Im not mad. Neither am I upset. I’m emotionless.",0,0,0,0
Its sad that i can't enjoy the Earth Defense Force series solo,0,0,0,0
No Sad Days.,6,0,0,0
"@AbsoluteLe @Buncombian Can you imagine the jokes in the talk show monologues tonight? I will record them all. While it's sad, I will be looking for some way to laugh this tragic event off.",2,0,0,0
"@Valerie55589711 Sad news, my condolences, i",1,0,0,0
"@PardesSeleh This NewWorld Medical community has failed in many ways, not the least of which is those suffering mental illness. Very sad and not a laughing matter",0,0,0,0
"@S_Carmichel ""My home is the Streets""
..I have stories to tell..
I present to you the new album consisting of 19 frames in total. The frames from life, which has 19 different frames and 19 different stories, include some sad and some difficult lives. https://t.co/KH5bUEHk2O",11,5,0,0
"@thisguyrighth16 @Gooftroop196 @Rohan_Naidu @DKThomp Look at this sad little supremacist.

Thinks his lack of pigment makes him smart.",0,0,0,0
@jadegotit did they die cuz this is sad,3,0,0,0
"@tommislusikka For some unknown reason, Joel is held to a higher standard imo. I guess because he is the one who puts himself out there the most and expresses his feelings more. Which is sad to think that people who are more open are trashed more",6,0,0,0
@Afcc_Tom He was good in the prem he lost everything he had when he got his dream move. Sad to see,0,0,0,0
Horribly sad. Sharing for support. 😓 makes me think about when my parents are completely gone. 😓 https://t.co/bD1e6UrrDn,0,0,0,0
"@BaystreetBrian @Twitter @RealWillSmithFP @chrisrock This is the way the world is, in the last 22 years there has been countless wars and the kardashians got more screen time. Ukraine will be no different than the middle east wars, or any other wars... Sad but true",1,0,0,0
@ThePunditsFolly Sad his life ended in such a gruesome way.,1,0,0,0
"@MeoqSquid TYSM, MEOQ…it’s just a fellow countryman who’s being really sus (bc a lot of them lead with questions like this in order to be disgusting to girls)!!! feeling a lot better now but it’s still sad that there are people like this… (；へ：)",1,0,0,0
@ChiquitaMissy @electodelecto @Pagan220 And severe depression over accidentally killing someone he cared about as well. I can't even imagine what he's dealing with 😞,9,0,0,1
@BODiiSOAMAZiN_ @A_1_Twon Dam that shit sad asf,0,0,0,0
@johnrich Revealing the many holes in your sad fever dream of the ugly America you choose to live in. Joe is a criminal mastermind. With dementia. Who controls gas prices. But can't read a speech.,0,0,0,0
@sir_saeep So you will feel sad when is said to you😒,0,0,0,0
"@QueenNat_35 @DeanObeidallah Another sad woke obsessed, as for mental illness some sort of personality disorder.",0,0,0,0
"Always a bit sad to sit in on US-based workshops and hear about all of the great opportunities being funded. Like, if only the UK actually followed through with the government's 3-word mottos and genuinely funded us to be world leading in science or whatever like they claim :(",4,0,0,0
"together, shake your heads and forget all those sad things!",0,0,0,0
Sad to see that many of the criminals had disturbed childhoods. Another reminder that family is the most important unit of society and corporal punishments should be scrapped.,6,0,0,0
"I feel like making a sad poem. 
send me sad songs please.",0,0,0,0
"@Li_Yang_China Yes, it is so sad. Because there are gas fields btw anywhere in Europe.",0,0,0,0
